AREA_NAME,YEAR,GROUP_NAME,SUB_GROUP_NAME,VICTIMS_ABOVE_50_YRS,VICTIMS_TOTAL,VICTIMS_UPTO_10_15_YRS,VICTIMS_UPTO_10_YRS,VICTIMS_UPTO_15_18_YRS,VICTIMS_UPTO_18_30_YRS,VICTIMS_UPTO_30_50_YRS
Manipur,2008,Murder - Male Victims,1. Male Victims,12.0,249,4.0,3.0,3.0,132.0,95.0
Meghalaya,2008,Murder - Male Victims,1. Male Victims,9.0,111,0.0,0.0,0.0,54.0,48.0
Mizoram,2008,Murder - Male Victims,1. Male Victims,0.0,33,0.0,0.0,0.0,23.0,10.0
Nagaland,2008,Murder - Male Victims,1. Male Victims,3.0,141,0.0,0.0,0.0,81.0,57.0
Odisha,2008,Murder - Male Victims,1. Male Victims,51.0,705,2.0,4.0,3.0,276.0,369.0
Puducherry,2008,Murder - Male Victims,1. Male Victims,3.0,27,,1.0,,12.0,11.0
Punjab,2008,Murder - Male Victims,1. Male Victims,66.0,596,4.0,7.0,6.0,266.0,247.0
Rajasthan,2008,Murder - Male Victims,1. Male Victims,101.0,1033,18.0,13.0,36.0,398.0,467.0
Sikkim,2008,Murder - Male Victims,1. Male Victims,,6,,,2.0,1.0,3.0
Tamil Nadu,2008,Murder - Male Victims,1. Male Victims,234.0,1200,5.0,43.0,0.0,364.0,554.0
Tripura,2008,Murder - Male Victims,1. Male Victims,13.0,103,7.0,4.0,3.0,21.0,55.0
Uttar Pradesh,2008,Murder - Male Victims,1. Male Victims,331.0,3859,69.0,30.0,119.0,1927.0,1383.0
Uttarakhand,2008,Murder - Male Victims,1. Male Victims,25.0,213,,1.0,2.0,139.0,46.0
West Bengal,2008,Murder - Male Victims,1. Male Victims,149.0,1561,5.0,1.0,9.0,735.0,662.0
Andaman & Nicobar Islands,2009,Murder - Male Victims,1. Male Victims,,10,,2.0,,3.0,5.0
Andhra Pradesh,2009,Murder - Male Victims,1. Male Victims,184.0,1675,12.0,12.0,22.0,668.0,777.0
Arunachal Pradesh,2009,Murder - Male Victims,1. Male Victims,0.0,58,0.0,0.0,0.0,30.0,28.0
Assam,2009,Murder - Male Victims,1. Male Victims,40.0,1226,0.0,0.0,4.0,784.0,398.0
Bihar,2009,Murder - Male Victims,1. Male Victims,125.0,2507,21.0,13.0,51.0,1419.0,878.0
Chandigarh,2009,Murder - Male Victims,1. Male Victims,1.0,19,0.0,1.0,0.0,11.0,6.0
Chhattisgarh,2009,Murder - Male Victims,1. Male Victims,117.0,757,9.0,24.0,27.0,231.0,349.0
Dadra & Nagar Haveli,2009,Murder - Male Victims,1. Male Victims,1.0,4,,1.0,,1.0,1.0
Daman & Diu,2009,Murder - Male Victims,1. Male Victims,,4,,,,1.0,3.0
Delhi,2009,Murder - Male Victims,1. Male Victims,23.0,445,17.0,17.0,28.0,243.0,117.0
Goa,2009,Murder - Male Victims,1. Male Victims,3.0,26,0.0,2.0,0.0,8.0,13.0
Gujarat,2009,Murder - Male Victims,1. Male Victims,56.0,734,9.0,24.0,4.0,266.0,375.0
Haryana,2009,Murder - Male Victims,1. Male Victims,83.0,786,4.0,2.0,9.0,331.0,357.0
Himachal Pradesh,2009,Murder - Male Victims,1. Male Victims,14.0,94,1.0,0.0,2.0,31.0,46.0
Jammu & Kashmir,2009,Murder - Male Victims,1. Male Victims,10.0,216,0.0,1.0,3.0,98.0,104.0
Jharkhand,2009,Murder - Male Victims,1. Male Victims,81.0,1435,1.0,3.0,5.0,609.0,736.0
Karnataka,2009,Murder - Male Victims,1. Male Victims,121.0,1073,14.0,12.0,5.0,363.0,558.0
Kerala,2009,Murder - Male Victims,1. Male Victims,58.0,260,7.0,25.0,1.0,60.0,109.0
Madhya Pradesh,2009,Murder - Male Victims,1. Male Victims,257.0,1777,20.0,42.0,25.0,672.0,761.0
Maharashtra,2009,Murder - Male Victims,1. Male Victims,216.0,1712,11.0,63.0,20.0,681.0,721.0
Manipur,2009,Murder - Male Victims,1. Male Victims,16.0,156,1.0,2.0,3.0,56.0,78.0
Meghalaya,2009,Murder - Male Victims,1. Male Victims,7.0,106,2.0,0.0,3.0,69.0,25.0
Mizoram,2009,Murder - Male Victims,1. Male Victims,,28,,,,8.0,20.0
Nagaland,2009,Murder - Male Victims,1. Male Victims,1.0,40,0.0,0.0,0.0,21.0,18.0
Odisha,2009,Murder - Male Victims,1. Male Victims,118.0,806,0.0,1.0,8.0,336.0,343.0
Puducherry,2009,Murder - Male Victims,1. Male Victims,2.0,29,,,,13.0,14.0
Punjab,2009,Murder - Male Victims,1. Male Victims,42.0,658,15.0,18.0,20.0,251.0,312.0
Rajasthan,2009,Murder - Male Victims,1. Male Victims,124.0,1089,16.0,16.0,36.0,424.0,473.0
Sikkim,2009,Murder - Male Victims,1. Male Victims,1.0,14,,2.0,,7.0,4.0
Tamil Nadu,2009,Murder - Male Victims,1. Male Victims,246.0,1270,8.0,36.0,5.0,364.0,611.0
Tripura,2009,Murder - Male Victims,1. Male Victims,7.0,91,2.0,6.0,0.0,34.0,42.0
Uttar Pradesh,2009,Murder - Male Victims,1. Male Victims,354.0,3724,89.0,33.0,85.0,1816.0,1347.0
Uttarakhand,2009,Murder - Male Victims,1. Male Victims,13.0,144,1.0,1.0,1.0,72.0,56.0
West Bengal,2009,Murder - Male Victims,1. Male Victims,88.0,1468,3.0,3.0,6.0,708.0,660.0
Andaman & Nicobar Islands,2010,Murder - Male Victims,1. Male Victims,,5,,,,2.0,3.0
Andhra Pradesh,2010,Murder - Male Victims,1. Male Victims,325.0,1914,16.0,7.0,13.0,962.0,591.0
Arunachal Pradesh,2010,Murder - Male Victims,1. Male Victims,0.0,73,0.0,0.0,0.0,53.0,20.0
Assam,2010,Murder - Male Victims,1. Male Victims,46.0,1137,,,10.0,712.0,369.0
Bihar,2010,Murder - Male Victims,1. Male Victims,194.0,2700,30.0,16.0,82.0,1491.0,887.0
Chandigarh,2010,Murder - Male Victims,1. Male Victims,3.0,20,0.0,1.0,0.0,5.0,11.0
Chhattisgarh,2010,Murder - Male Victims,1. Male Victims,105.0,708,8.0,19.0,31.0,231.0,314.0
Dadra & Nagar Haveli,2010,Murder - Male Victims,1. Male Victims,,5,,,,,5.0
Daman & Diu,2010,Murder - Male Victims,1. Male Victims,0.0,5,0.0,0.0,0.0,4.0,1.0
Delhi,2010,Murder - Male Victims,1. Male Victims,25.0,458,8.0,6.0,14.0,238.0,167.0
Goa,2010,Murder - Male Victims,1. Male Victims,2.0,28,0.0,0.0,0.0,9.0,17.0
Gujarat,2010,Murder - Male Victims,1. Male Victims,89.0,814,14.0,27.0,7.0,312.0,365.0
Haryana,2010,Murder - Male Victims,1. Male Victims,65.0,831,6.0,4.0,8.0,367.0,381.0
Himachal Pradesh,2010,Murder - Male Victims,1. Male Victims,17.0,105,0.0,2.0,3.0,31.0,52.0
Jammu & Kashmir,2010,Murder - Male Victims,1. Male Victims,19.0,205,0.0,0.0,0.0,91.0,95.0
Jharkhand,2010,Murder - Male Victims,1. Male Victims,65.0,1496,2.0,4.0,1.0,895.0,529.0
Karnataka,2010,Murder - Male Victims,1. Male Victims,130.0,1147,3.0,18.0,4.0,481.0,511.0
Kerala,2010,Murder - Male Victims,1. Male Victims,55.0,279,3.0,23.0,1.0,60.0,137.0
Madhya Pradesh,2010,Murder - Male Victims,1. Male Victims,244.0,1890,27.0,34.0,40.0,732.0,813.0
Maharashtra,2010,Murder - Male Victims,1. Male Victims,238.0,1790,18.0,91.0,20.0,670.0,753.0
Manipur,2010,Murder - Male Victims,1. Male Victims,8.0,82,2.0,0.0,0.0,26.0,46.0
Meghalaya,2010,Murder - Male Victims,1. Male Victims,8.0,126,0.0,0.0,1.0,64.0,53.0
Mizoram,2010,Murder - Male Victims,1. Male Victims,8.0,40,0.0,0.0,1.0,8.0,23.0
Nagaland,2010,Murder - Male Victims,1. Male Victims,7.0,42,0.0,0.0,0.0,19.0,16.0
Odisha,2010,Murder - Male Victims,1. Male Victims,72.0,783,0.0,5.0,1.0,304.0,401.0
Puducherry,2010,Murder - Male Victims,1. Male Victims,8.0,30,,,,10.0,12.0
Punjab,2010,Murder - Male Victims,1. Male Victims,65.0,703,3.0,10.0,12.0,277.0,336.0
Rajasthan,2010,Murder - Male Victims,1. Male Victims,103.0,1115,14.0,15.0,33.0,437.0,513.0
Sikkim,2010,Murder - Male Victims,1. Male Victims,3.0,9,,1.0,,1.0,4.0
Tamil Nadu,2010,Murder - Male Victims,1. Male Victims,227.0,1279,8.0,25.0,7.0,414.0,598.0
Tripura,2010,Murder - Male Victims,1. Male Victims,16.0,96,1.0,0.0,0.0,36.0,43.0
Uttar Pradesh,2010,Murder - Male Victims,1. Male Victims,288.0,3597,52.0,76.0,79.0,1937.0,1165.0
Uttarakhand,2010,Murder - Male Victims,1. Male Victims,13.0,132,1.0,,,66.0,52.0
West Bengal,2010,Murder - Male Victims,1. Male Victims,84.0,1522,5.0,0.0,4.0,635.0,794.0
Andaman & Nicobar Islands,2001,Murder - Total Victims,3. Total,,13,1.0,,,7.0,5.0
Andhra Pradesh,2001,Murder - Total Victims,3. Total,282.0,2783,74.0,73.0,131.0,1096.0,1127.0
Arunachal Pradesh,2001,Murder - Total Victims,3. Total,6.0,83,0.0,0.0,0.0,41.0,36.0
Assam,2001,Murder - Total Victims,3. Total,78.0,1356,38.0,21.0,192.0,622.0,405.0
Bihar,2001,Murder - Total Victims,3. Total,239.0,3643,2.0,2.0,196.0,1675.0,1529.0
Chandigarh,2001,Murder - Total Victims,3. Total,4.0,15,0.0,0.0,0.0,5.0,6.0
Chhattisgarh,2001,Murder - Total Victims,3. Total,205.0,1657,26.0,68.0,68.0,555.0,735.0
Dadra & Nagar Haveli,2001,Murder - Total Victims,3. Total,,3,,,,1.0,2.0
Delhi,2001,Murder - Total Victims,3. Total,42.0,574,12.0,25.0,21.0,305.0,169.0
Goa,2001,Murder - Total Victims,3. Total,3.0,37,,1.0,,15.0,18.0
Gujarat,2001,Murder - Total Victims,3. Total,113.0,1280,20.0,107.0,26.0,467.0,547.0
Haryana,2001,Murder - Total Victims,3. Total,44.0,818,12.0,36.0,62.0,358.0,306.0
Himachal Pradesh,2001,Murder - Total Victims,3. Total,14.0,122,1.0,4.0,2.0,40.0,61.0
Jammu & Kashmir,2001,Murder - Total Victims,3. Total,191.0,1412,50.0,10.0,187.0,453.0,521.0
Jharkhand,2001,Murder - Total Victims,3. Total,160.0,1507,3.0,4.0,160.0,596.0,584.0
Karnataka,2001,Murder - Total Victims,3. Total,181.0,1678,22.0,80.0,60.0,700.0,635.0
Kerala,2001,Murder - Total Victims,3. Total,79.0,489,13.0,63.0,17.0,113.0,204.0
Lakshadweep,2001,Murder - Total Victims,3. Total,0.0,2,1.0,1.0,0.0,0.0,0.0
Madhya Pradesh,2001,Murder - Total Victims,3. Total,101.0,2425,38.0,73.0,166.0,974.0,1073.0
Maharashtra,2001,Murder - Total Victims,3. Total,297.0,2950,56.0,189.0,80.0,1295.0,1033.0
Manipur,2001,Murder - Total Victims,3. Total,11.0,233,,2.0,8.0,139.0,73.0
Meghalaya,2001,Murder - Total Victims,3. Total,1.0,169,0.0,0.0,0.0,116.0,52.0
Mizoram,2001,Murder - Total Victims,3. Total,2.0,31,0.0,0.0,3.0,17.0,9.0
Nagaland,2001,Murder - Total Victims,3. Total,3.0,109,1.0,0.0,5.0,64.0,36.0
Odisha,2001,Murder - Total Victims,3. Total,72.0,1005,2.0,0.0,56.0,490.0,385.0
Puducherry,2001,Murder - Total Victims,3. Total,3.0,25,,,1.0,10.0,11.0
Punjab,2001,Murder - Total Victims,3. Total,54.0,787,10.0,10.0,56.0,358.0,299.0
Rajasthan,2001,Murder - Total Victims,3. Total,133.0,1275,18.0,18.0,47.0,497.0,562.0
Sikkim,2001,Murder - Total Victims,3. Total,2.0,19,,1.0,,8.0,8.0
Tamil Nadu,2001,Murder - Total Victims,3. Total,170.0,1662,16.0,8.0,249.0,565.0,654.0
Tripura,2001,Murder - Total Victims,3. Total,22.0,240,6.0,,17.0,93.0,102.0
Uttar Pradesh,2001,Murder - Total Victims,3. Total,824.0,8180,158.0,39.0,292.0,3724.0,3143.0
Uttarakhand,2001,Murder - Total Victims,3. Total,31.0,381,5.0,4.0,4.0,124.0,213.0
West Bengal,2001,Murder - Total Victims,3. Total,94.0,1673,2.0,1.0,3.0,889.0,684.0
Andaman & Nicobar Islands,2002,Murder - Total Victims,3. Total,2.0,17,0.0,0.0,1.0,6.0,8.0
Andhra Pradesh,2002,Murder - Total Victims,3. Total,275.0,2651,20.0,12.0,13.0,1320.0,1011.0
Arunachal Pradesh,2002,Murder - Total Victims,3. Total,,61,,,0.0,34.0,27.0
Assam,2002,Murder - Total Victims,3. Total,25.0,1253,0.0,2.0,0.0,827.0,399.0
Bihar,2002,Murder - Total Victims,3. Total,161.0,3831,3.0,7.0,5.0,2116.0,1539.0
Chandigarh,2002,Murder - Total Victims,3. Total,3.0,31,0.0,3.0,0.0,12.0,13.0
Chhattisgarh,2002,Murder - Total Victims,3. Total,106.0,844,7.0,24.0,4.0,264.0,439.0
Dadra & Nagar Haveli,2002,Murder - Total Victims,3. Total,1.0,11,0.0,0.0,0.0,2.0,8.0
Daman & Diu,2002,Murder - Total Victims,3. Total,0.0,8,0.0,0.0,0.0,5.0,3.0
Delhi,2002,Murder - Total Victims,3. Total,40.0,541,11.0,14.0,10.0,312.0,154.0
Goa,2002,Murder - Total Victims,3. Total,10.0,31,,1.0,1.0,10.0,9.0
Gujarat,2002,Murder - Total Victims,3. Total,256.0,2327,41.0,129.0,42.0,975.0,884.0
Haryana,2002,Murder - Total Victims,3. Total,38.0,811,11.0,6.0,5.0,433.0,318.0
Himachal Pradesh,2002,Murder - Total Victims,3. Total,14.0,132,1.0,5.0,4.0,55.0,53.0
Jammu & Kashmir,2002,Murder - Total Victims,3. Total,94.0,1307,0.0,0.0,2.0,564.0,647.0
Jharkhand,2002,Murder - Total Victims,3. Total,294.0,1488,2.0,3.0,3.0,635.0,551.0
Karnataka,2002,Murder - Total Victims,3. Total,156.0,1704,3.0,18.0,7.0,826.0,694.0
Kerala,2002,Murder - Total Victims,3. Total,77.0,454,9.0,64.0,7.0,118.0,179.0
Madhya Pradesh,2002,Murder - Total Victims,3. Total,215.0,2395,12.0,8.0,74.0,1149.0,937.0
Maharashtra,2002,Murder - Total Victims,3. Total,353.0,2991,54.0,156.0,45.0,1191.0,1192.0
Manipur,2002,Murder - Total Victims,3. Total,6.0,222,0.0,0.0,0.0,130.0,86.0
Meghalaya,2002,Murder - Total Victims,3. Total,4.0,184,0.0,1.0,2.0,79.0,98.0
Mizoram,2002,Murder - Total Victims,3. Total,2.0,29,0.0,0.0,0.0,23.0,4.0
Nagaland,2002,Murder - Total Victims,3. Total,1.0,108,2.0,0.0,7.0,72.0,26.0
Odisha,2002,Murder - Total Victims,3. Total,73.0,1148,2.0,5.0,0.0,579.0,489.0
Puducherry,2002,Murder - Total Victims,3. Total,2.0,31,,2.0,,7.0,20.0
Punjab,2002,Murder - Total Victims,3. Total,49.0,772,5.0,4.0,4.0,319.0,391.0
Rajasthan,2002,Murder - Total Victims,3. Total,108.0,1324,2.0,15.0,3.0,563.0,633.0
Sikkim,2002,Murder - Total Victims,3. Total,,13,,,2.0,4.0,7.0
Tamil Nadu,2002,Murder - Total Victims,3. Total,263.0,1787,12.0,29.0,4.0,771.0,708.0
Tripura,2002,Murder - Total Victims,3. Total,22.0,201,,,0.0,105.0,74.0
Uttar Pradesh,2002,Murder - Total Victims,3. Total,566.0,7538,191.0,36.0,311.0,3548.0,2886.0
Uttarakhand,2002,Murder - Total Victims,3. Total,22.0,335,4.0,,3.0,100.0,206.0
West Bengal,2002,Murder - Total Victims,3. Total,61.0,1453,0.0,3.0,0.0,852.0,537.0
Andaman & Nicobar Islands,2003,Murder - Total Victims,3. Total,2.0,21,0.0,1.0,0.0,8.0,10.0
Andhra Pradesh,2003,Murder - Total Victims,3. Total,281.0,2914,39.0,25.0,55.0,1370.0,1144.0
Arunachal Pradesh,2003,Murder - Total Victims,3. Total,0.0,77,0.0,0.0,0.0,64.0,13.0
Assam,2003,Murder - Total Victims,3. Total,59.0,1191,0.0,2.0,0.0,639.0,491.0
Bihar,2003,Murder - Total Victims,3. Total,205.0,3772,2.0,5.0,5.0,1872.0,1683.0
Chandigarh,2003,Murder - Total Victims,3. Total,1.0,21,2.0,1.0,0.0,8.0,9.0
Chhattisgarh,2003,Murder - Total Victims,3. Total,95.0,797,12.0,25.0,3.0,312.0,350.0
Dadra & Nagar Haveli,2003,Murder - Total Victims,3. Total,2.0,11,,,,4.0,5.0
Daman & Diu,2003,Murder - Total Victims,3. Total,3.0,6,0.0,0.0,0.0,0.0,3.0
Delhi,2003,Murder - Total Victims,3. Total,48.0,502,16.0,19.0,19.0,254.0,146.0
Goa,2003,Murder - Total Victims,3. Total,6.0,34,,,,11.0,17.0
Gujarat,2003,Murder - Total Victims,3. Total,115.0,1164,6.0,61.0,16.0,457.0,509.0
Haryana,2003,Murder - Total Victims,3. Total,39.0,748,2.0,3.0,19.0,401.0,284.0
Himachal Pradesh,2003,Murder - Total Victims,3. Total,9.0,130,2.0,5.0,2.0,43.0,69.0
Jammu & Kashmir,2003,Murder - Total Victims,3. Total,82.0,1115,0.0,0.0,0.0,432.0,601.0
Jharkhand,2003,Murder - Total Victims,3. Total,115.0,1482,3.0,7.0,2.0,683.0,672.0
Karnataka,2003,Murder - Total Victims,3. Total,150.0,1576,23.0,91.0,71.0,648.0,593.0
Kerala,2003,Murder - Total Victims,3. Total,78.0,435,4.0,22.0,5.0,120.0,206.0
Madhya Pradesh,2003,Murder - Total Victims,3. Total,154.0,2227,25.0,41.0,99.0,984.0,924.0
Maharashtra,2003,Murder - Total Victims,3. Total,374.0,2951,44.0,142.0,41.0,1250.0,1100.0
Manipur,2003,Murder - Total Victims,3. Total,9.0,185,0.0,1.0,0.0,117.0,58.0
Meghalaya,2003,Murder - Total Victims,3. Total,4.0,175,0.0,1.0,13.0,64.0,93.0
Mizoram,2003,Murder - Total Victims,3. Total,1.0,46,,1.0,4.0,16.0,24.0
Nagaland,2003,Murder - Total Victims,3. Total,0.0,91,0.0,0.0,0.0,70.0,21.0
Odisha,2003,Murder - Total Victims,3. Total,86.0,1102,4.0,8.0,13.0,541.0,450.0
Puducherry,2003,Murder - Total Victims,3. Total,5.0,30,1.0,1.0,,11.0,12.0
Punjab,2003,Murder - Total Victims,3. Total,74.0,769,5.0,12.0,8.0,338.0,332.0
Rajasthan,2003,Murder - Total Victims,3. Total,136.0,1284,7.0,13.0,6.0,560.0,562.0
Sikkim,2003,Murder - Total Victims,3. Total,2.0,16,,1.0,1.0,9.0,3.0
Tamil Nadu,2003,Murder - Total Victims,3. Total,280.0,1654,11.0,11.0,40.0,596.0,716.0
Tripura,2003,Murder - Total Victims,3. Total,30.0,254,,,0.0,135.0,89.0
Uttar Pradesh,2003,Murder - Total Victims,3. Total,487.0,5284,145.0,35.0,292.0,2438.0,1887.0
Uttarakhand,2003,Murder - Total Victims,3. Total,18.0,293,0.0,0.0,3.0,115.0,157.0
West Bengal,2003,Murder - Total Victims,3. Total,62.0,1464,2.0,3.0,4.0,792.0,601.0
Andaman & Nicobar Islands,2004,Murder - Total Victims,3. Total,2.0,15,0.0,1.0,0.0,2.0,10.0
Andhra Pradesh,2004,Murder - Total Victims,3. Total,285.0,2640,25.0,35.0,29.0,1157.0,1109.0
Arunachal Pradesh,2004,Murder - Total Victims,3. Total,3.0,67,0.0,0.0,0.0,36.0,28.0
Assam,2004,Murder - Total Victims,3. Total,72.0,1214,0.0,1.0,0.0,691.0,450.0
Bihar,2004,Murder - Total Victims,3. Total,188.0,3948,13.0,4.0,4.0,2175.0,1564.0
Chandigarh,2004,Murder - Total Victims,3. Total,2.0,22,0.0,2.0,1.0,8.0,9.0
Chhattisgarh,2004,Murder - Total Victims,3. Total,123.0,927,11.0,20.0,30.0,331.0,412.0
Dadra & Nagar Haveli,2004,Murder - Total Victims,3. Total,1.0,11,0.0,2.0,1.0,3.0,4.0
Daman & Diu,2004,Murder - Total Victims,3. Total,,3,,,,2.0,1.0
Delhi,2004,Murder - Total Victims,3. Total,48.0,510,21.0,34.0,22.0,221.0,164.0
Goa,2004,Murder - Total Victims,3. Total,8.0,42,1.0,1.0,,15.0,17.0
Gujarat,2004,Murder - Total Victims,3. Total,104.0,1169,7.0,84.0,12.0,472.0,490.0
Haryana,2004,Murder - Total Victims,3. Total,46.0,742,1.0,0.0,22.0,378.0,295.0
Himachal Pradesh,2004,Murder - Total Victims,3. Total,20.0,110,3.0,3.0,3.0,37.0,44.0
Jammu & Kashmir,2004,Murder - Total Victims,3. Total,82.0,989,,1.0,,496.0,410.0
Jharkhand,2004,Murder - Total Victims,3. Total,115.0,1488,3.0,7.0,2.0,686.0,675.0
Karnataka,2004,Murder - Total Victims,3. Total,163.0,1567,3.0,47.0,4.0,745.0,605.0
Kerala,2004,Murder - Total Victims,3. Total,91.0,427,8.0,40.0,5.0,94.0,189.0
Madhya Pradesh,2004,Murder - Total Victims,3. Total,275.0,2380,22.0,8.0,114.0,1088.0,873.0
Maharashtra,2004,Murder - Total Victims,3. Total,291.0,2777,28.0,125.0,52.0,1176.0,1105.0
Manipur,2004,Murder - Total Victims,3. Total,10.0,193,0.0,0.0,0.0,125.0,58.0
Meghalaya,2004,Murder - Total Victims,3. Total,1.0,157,0.0,0.0,1.0,103.0,52.0
Mizoram,2004,Murder - Total Victims,3. Total,6.0,35,0.0,0.0,0.0,15.0,14.0
Nagaland,2004,Murder - Total Victims,3. Total,0.0,73,0.0,0.0,0.0,36.0,37.0
Odisha,2004,Murder - Total Victims,3. Total,63.0,1137,4.0,2.0,3.0,610.0,455.0
